gene,mean_contribution,sem_contribution,cell_type
PRRG2,1.9e-06,0.0,Naive CD20+ B IGKC+
PRR12,0.0,0.0,Naive CD20+ B IGKC+
RRAS,0.0,0.0,Naive CD20+ B IGKC+
SCAF1,0.0,0.0,Naive CD20+ B IGKC+
IRF3,0.0,0.0,Naive CD20+ B IGKC+
BCL2L12,0.0,0.0,Naive CD20+ B IGKC+
PRMT1,0.0,0.0,Naive CD20+ B IGKC+
ADM5,0.0,0.0,Naive CD20+ B IGKC+
AP2A1,0.0,0.0,Naive CD20+ B IGKC+
FUZ,0.0,0.0,Naive CD20+ B IGKC+
AC006942.1,0.0,0.0,Naive CD20+ B IGKC+
MED25,0.0,0.0,Naive CD20+ B IGKC+
PTOV1,0.0,0.0,Naive CD20+ B IGKC+
PNKP,0.0,0.0,Naive CD20+ B IGKC+
AKT1S1,0.0,0.0,Naive CD20+ B IGKC+
TBC1D17,0.0,0.0,Naive CD20+ B IGKC+
IL4I1,3.6e-07,0.0,Naive CD20+ B IGKC+
NUP62,0.0,0.0,Naive CD20+ B IGKC+
ATF5,8.3e-06,0.0,Naive CD20+ B IGKC+
VRK3,0.0,0.0,Naive CD20+ B IGKC+
ZNF473,0.0,0.0,Naive CD20+ B IGKC+
KCNC3,0.0,0.0,Naive CD20+ B IGKC+
NR1H2,0.0,0.0,Naive CD20+ B IGKC+
POLD1,0.0,0.0,Naive CD20+ B IGKC+
SPIB,0.001939,0.0001615,Naive CD20+ B IGKC+
EMC10,0.0,0.0,Naive CD20+ B IGKC+
AC020909.2,0.0,0.0,Naive CD20+ B IGKC+
JOSD2,0.0,0.0,Naive CD20+ B IGKC+
CLEC11A,3.33e-05,0.0,Naive CD20+ B IGKC+
C19orf48,0.0,0.0,Naive CD20+ B IGKC+
KLK1,3.34e-06,0.0,Naive CD20+ B IGKC+
CTU1,0.0,0.0,Naive CD20+ B IGKC+
SIGLEC9,0.0,0.0,Naive CD20+ B IGKC+
SIGLEC7,0.0,0.0,Naive CD20+ B IGKC+
CD33,0.0,0.0,Naive CD20+ B IGKC+
ETFB,0.0,0.0,Naive CD20+ B IGKC+
CLDND2,0.0,0.0,Naive CD20+ B IGKC+
NKG7,0.001491,0.0001221,Naive CD20+ B IGKC+
SIGLEC10,0.0,0.0,Naive CD20+ B IGKC+
SIGLEC6,0.0,0.0,Naive CD20+ B IGKC+
ZNF175,0.0,0.0,Naive CD20+ B IGKC+
SIGLEC5,0.0,0.0,Naive CD20+ B IGKC+
SPACA6,0.0,0.0,Naive CD20+ B IGKC+
FPR1,9.82e-05,0.0,Naive CD20+ B IGKC+
FPR2,0.0,0.0,Naive CD20+ B IGKC+
ZNF577,0.0,0.0,Naive CD20+ B IGKC+
ZNF649,0.0,0.0,Naive CD20+ B IGKC+
ZNF613,0.0,0.0,Naive CD20+ B IGKC+
ZNF350,0.0,0.0,Naive CD20+ B IGKC+
ZNF615,0.0,0.0,Naive CD20+ B IGKC+
ZNF614,0.0,0.0,Naive CD20+ B IGKC+
ZNF432,0.0,0.0,Naive CD20+ B IGKC+
AC011468.5,0.0,0.0,Naive CD20+ B IGKC+
ZNF841,0.0,0.0,Naive CD20+ B IGKC+
ZNF616,6e-07,0.0,Naive CD20+ B IGKC+
ZNF836,7.57e-06,0.0,Naive CD20+ B IGKC+
PPP2R1A,0.0,0.0,Naive CD20+ B IGKC+
ZNF766,0.0,0.0,Naive CD20+ B IGKC+
ZNF480,0.0,0.0,Naive CD20+ B IGKC+
ZNF610,0.0,0.0,Naive CD20+ B IGKC+
ZNF880,0.0,0.0,Naive CD20+ B IGKC+
ZNF528-AS1,1.52e-05,0.0,Naive CD20+ B IGKC+
ZNF528,0.0,0.0,Naive CD20+ B IGKC+
ZNF578,0.0,0.0,Naive CD20+ B IGKC+
AC010332.3,0.0,0.0,Naive CD20+ B IGKC+
ZNF808,0.0,0.0,Naive CD20+ B IGKC+
ZNF701,0.0,0.0,Naive CD20+ B IGKC+
ZNF83,0.0,0.0,Naive CD20+ B IGKC+
AC022150.4,0.0,0.0,Naive CD20+ B IGKC+
ZNF611,0.0,0.0,Naive CD20+ B IGKC+
ZNF600,1.35e-05,0.0,Naive CD20+ B IGKC+
ZNF28,0.0,0.0,Naive CD20+ B IGKC+
ZNF468,0.0,0.0,Naive CD20+ B IGKC+
ZNF888,0.0,0.0,Naive CD20+ B IGKC+
ZNF816,0.0,0.0,Naive CD20+ B IGKC+
ZNF160,0.0,0.0,Naive CD20+ B IGKC+
ZNF415,1.1e-06,0.0,Naive CD20+ B IGKC+
ZNF347,0.0,0.0,Naive CD20+ B IGKC+
ZNF665,0.0,0.0,Naive CD20+ B IGKC+
ZNF677,0.0,0.0,Naive CD20+ B IGKC+
ZNF845,0.0,0.0,Naive CD20+ B IGKC+
ZNF525,0.0,0.0,Naive CD20+ B IGKC+
ZNF765,0.0,0.0,Naive CD20+ B IGKC+
AC022137.4,0.0,0.0,Naive CD20+ B IGKC+
ZNF761,0.0,0.0,Naive CD20+ B IGKC+
ZNF813,0.0,0.0,Naive CD20+ B IGKC+
ZNF331,0.000738,6.104e-05,Naive CD20+ B IGKC+
NLRP12,0.0,0.0,Naive CD20+ B IGKC+
AC008440.1,0.0,0.0,Naive CD20+ B IGKC+
MYADM,0.0004456,0.0,Naive CD20+ B IGKC+
AC008440.2,0.0,0.0,Naive CD20+ B IGKC+
VSTM1,1.5e-06,0.0,Naive CD20+ B IGKC+
OSCAR,0.0,0.0,Naive CD20+ B IGKC+
NDUFA3,0.0,0.0,Naive CD20+ B IGKC+
TFPT,0.0,0.0,Naive CD20+ B IGKC+
PRPF31,0.0,0.0,Naive CD20+ B IGKC+
CNOT3,0.0,0.0,Naive CD20+ B IGKC+
LENG1,5.794e-05,0.0,Naive CD20+ B IGKC+
MBOAT7,0.0,0.0,Naive CD20+ B IGKC+
TSEN34,0.0,0.0,Naive CD20+ B IGKC+
LILRB3,4.345e-05,0.0,Naive CD20+ B IGKC+
LILRA6,0.0,0.0,Naive CD20+ B IGKC+
LILRB2,6.27e-05,0.0,Naive CD20+ B IGKC+
LILRA5,2.99e-05,0.0,Naive CD20+ B IGKC+
LILRA4,1.2e-06,0.0,Naive CD20+ B IGKC+
LAIR1,0.0,0.0,Naive CD20+ B IGKC+
LENG8-AS1,0.0,0.0,Naive CD20+ B IGKC+
LENG8,0.0,0.0,Naive CD20+ B IGKC+
LENG9,0.0,0.0,Naive CD20+ B IGKC+
LAIR2,7.623e-05,0.0,Naive CD20+ B IGKC+
LILRA2,0.0,0.0,Naive CD20+ B IGKC+
LILRA1,0.0,0.0,Naive CD20+ B IGKC+
LILRB1,0.000148,0.0,Naive CD20+ B IGKC+
LILRB4,0.0,0.0,Naive CD20+ B IGKC+
FCAR,9e-06,0.0,Naive CD20+ B IGKC+
NCR1,4.5e-06,0.0,Naive CD20+ B IGKC+
RDH13,0.0,0.0,Naive CD20+ B IGKC+
EPS8L1,0.0,0.0,Naive CD20+ B IGKC+
PPP1R12C,0.0,0.0,Naive CD20+ B IGKC+
TNNT1,0.0,0.0,Naive CD20+ B IGKC+
SYT5,4.23e-06,0.0,Naive CD20+ B IGKC+
AC010327.7,6e-08,0.0,Naive CD20+ B IGKC+
TMEM86B,0.0,0.0,Naive CD20+ B IGKC+
PPP6R1,0.0,0.0,Naive CD20+ B IGKC+
HSPBP1,0.0,0.0,Naive CD20+ B IGKC+
BRSK1,0.0,0.0,Naive CD20+ B IGKC+
TMEM150B,0.0,0.0,Naive CD20+ B IGKC+
KMT5C,0.0,0.0,Naive CD20+ B IGKC+
TMEM238,0.0,0.0,Naive CD20+ B IGKC+
UBE2S,0.0011835,0.00010574,Naive CD20+ B IGKC+
ISOC2,0.0,0.0,Naive CD20+ B IGKC+
ZNF628,0.0,0.0,Naive CD20+ B IGKC+
NAT14,0.0,0.0,Naive CD20+ B IGKC+
ZNF579,0.0,0.0,Naive CD20+ B IGKC+
FIZ1,0.0,0.0,Naive CD20+ B IGKC+
ZNF524,0.0,0.0,Naive CD20+ B IGKC+
ZNF865,0.0,0.0,Naive CD20+ B IGKC+
ZNF784,0.0,0.0,Naive CD20+ B IGKC+
ZNF580,0.0,0.0,Naive CD20+ B IGKC+
ZNF581,0.0,0.0,Naive CD20+ B IGKC+
CCDC106,0.0,0.0,Naive CD20+ B IGKC+
U2AF2,0.0,0.0,Naive CD20+ B IGKC+
AC008735.2,0.0,0.0,Naive CD20+ B IGKC+
AC008735.1,0.0,0.0,Naive CD20+ B IGKC+
EPN1,0.0,0.0,Naive CD20+ B IGKC+
ZNF787,0.0,0.0,Naive CD20+ B IGKC+
ZNF444,0.0,0.0,Naive CD20+ B IGKC+
ZSCAN5A,0.0,0.0,Naive CD20+ B IGKC+
ZNF582,0.0,0.0,Naive CD20+ B IGKC+
ZNF582-AS1,0.0,0.0,Naive CD20+ B IGKC+
ZNF583,0.0,0.0,Naive CD20+ B IGKC+
ZNF667,0.0,0.0,Naive CD20+ B IGKC+
ZNF667-AS1,0.0,0.0,Naive CD20+ B IGKC+
ZNF471,0.0,0.0,Naive CD20+ B IGKC+
ZFP28,0.0,0.0,Naive CD20+ B IGKC+
ZNF470,0.0,0.0,Naive CD20+ B IGKC+
ZNF71,0.0,0.0,Naive CD20+ B IGKC+
ZNF835,0.0,0.0,Naive CD20+ B IGKC+
AC006115.2,3e-07,0.0,Naive CD20+ B IGKC+
ZNF264,0.0,0.0,Naive CD20+ B IGKC+
ZNF805,0.0,0.0,Naive CD20+ B IGKC+
ZNF460,0.0,0.0,Naive CD20+ B IGKC+
AC005261.1,0.0,0.0,Naive CD20+ B IGKC+
ZNF543,0.0,0.0,Naive CD20+ B IGKC+
ZNF304,0.0,0.0,Naive CD20+ B IGKC+
TRAPPC2B,9.36e-05,0.0,Naive CD20+ B IGKC+
ZNF548,0.0,0.0,Naive CD20+ B IGKC+
ZNF17,1.25e-06,0.0,Naive CD20+ B IGKC+
ZNF749,0.0,0.0,Naive CD20+ B IGKC+
ZNF772,0.0,0.0,Naive CD20+ B IGKC+
ZNF419,0.0,0.0,Naive CD20+ B IGKC+
ZNF773,0.0,0.0,Naive CD20+ B IGKC+
ZNF549,0.0,0.0,Naive CD20+ B IGKC+
ZNF550,0.0,0.0,Naive CD20+ B IGKC+
ZNF416,0.0,0.0,Naive CD20+ B IGKC+
ZIK1,0.0,0.0,Naive CD20+ B IGKC+
ZNF530,0.0,0.0,Naive CD20+ B IGKC+
ZNF134,0.0,0.0,Naive CD20+ B IGKC+
ZNF211,0.0,0.0,Naive CD20+ B IGKC+
ZNF551,0.0,0.0,Naive CD20+ B IGKC+
ZNF154,0.0,0.0,Naive CD20+ B IGKC+
ZNF671,0.0,0.0,Naive CD20+ B IGKC+
ZNF776,0.0,0.0,Naive CD20+ B IGKC+
ZNF586,0.0,0.0,Naive CD20+ B IGKC+
ZNF552,0.0,0.0,Naive CD20+ B IGKC+
ZNF587B,0.0,0.0,Naive CD20+ B IGKC+
ZNF814,0.0,0.0,Naive CD20+ B IGKC+
ZNF587,0.0,0.0,Naive CD20+ B IGKC+
ZNF417,0.0,0.0,Naive CD20+ B IGKC+
ZNF418,0.0,0.0,Naive CD20+ B IGKC+
ZNF256,0.0,0.0,Naive CD20+ B IGKC+
ZNF606,0.0,0.0,Naive CD20+ B IGKC+
AC008969.1,0.0,0.0,Naive CD20+ B IGKC+
ZNF135,0.0,0.0,Naive CD20+ B IGKC+
ZSCAN18,0.0,0.0,Naive CD20+ B IGKC+
ZNF329,0.0,0.0,Naive CD20+ B IGKC+
ZNF274,0.0,0.0,Naive CD20+ B IGKC+
ZNF544,0.0,0.0,Naive CD20+ B IGKC+
AC020915.2,8.3e-06,0.0,Naive CD20+ B IGKC+
ZNF8,0.0,0.0,Naive CD20+ B IGKC+
ERVK3-1,0.0,0.0,Naive CD20+ B IGKC+
AC010642.2,0.0,0.0,Naive CD20+ B IGKC+
ZSCAN22,0.0,0.0,Naive CD20+ B IGKC+
A1BG,0.0002306,0.0,Naive CD20+ B IGKC+
A1BG-AS1,0.0,0.0,Naive CD20+ B IGKC+
ZNF837,0.0,0.0,Naive CD20+ B IGKC+
ZNF584,0.0,0.0,Naive CD20+ B IGKC+
ZNF324B,0.0,0.0,Naive CD20+ B IGKC+
ZNF324,0.0,0.0,Naive CD20+ B IGKC+
ZNF446,0.0,0.0,Naive CD20+ B IGKC+
SLC27A5,0.0,0.0,Naive CD20+ B IGKC+
ZBTB45,0.0,0.0,Naive CD20+ B IGKC+
TRIM28,0.0,0.0,Naive CD20+ B IGKC+
CHMP2A,0.0,0.0,Naive CD20+ B IGKC+
UBE2M,0.0,0.0,Naive CD20+ B IGKC+
MZF1-AS1,7.21e-05,0.0,Naive CD20+ B IGKC+
MZF1,0.0,0.0,Naive CD20+ B IGKC+
C20orf96,2.5e-06,0.0,Naive CD20+ B IGKC+
ZCCHC3,0.0,0.0,Naive CD20+ B IGKC+
NRSN2-AS1,3.7e-06,0.0,Naive CD20+ B IGKC+
SOX12,0.0,0.0,Naive CD20+ B IGKC+
NRSN2,0.0,0.0,Naive CD20+ B IGKC+
TRIB3,0.0,0.0,Naive CD20+ B IGKC+
RBCK1,0.0,0.0,Naive CD20+ B IGKC+
TBC1D20,0.0,0.0,Naive CD20+ B IGKC+
CSNK2A1,0.0,0.0,Naive CD20+ B IGKC+
SRXN1,0.0,0.0,Naive CD20+ B IGKC+
FAM110A,0.0,0.0,Naive CD20+ B IGKC+
AL110114.1,0.0,0.0,Naive CD20+ B IGKC+
PSMF1,0.0,0.0,Naive CD20+ B IGKC+
SDCBP2,0.0,0.0,Naive CD20+ B IGKC+
SDCBP2-AS1,0.0,0.0,Naive CD20+ B IGKC+
FKBP1A,0.0,0.0,Naive CD20+ B IGKC+
NSFL1C,0.0,0.0,Naive CD20+ B IGKC+
SIRPB2,0.0,0.0,Naive CD20+ B IGKC+
SIRPD,0.0,0.0,Naive CD20+ B IGKC+
SIRPB1,0.0,0.0,Naive CD20+ B IGKC+
SIRPG,3.08e-05,0.0,Naive CD20+ B IGKC+
AL117335.1,0.0,0.0,Naive CD20+ B IGKC+
SIRPA,0.0,0.0,Naive CD20+ B IGKC+
STK35,0.0,0.0,Naive CD20+ B IGKC+
SNRPB,0.0,0.0,Naive CD20+ B IGKC+
ZNF343,0.0,0.0,Naive CD20+ B IGKC+
NOP56,0.0,0.0,Naive CD20+ B IGKC+
IDH3B,0.0,0.0,Naive CD20+ B IGKC+
CPXM1,0.0,0.0,Naive CD20+ B IGKC+
PCED1A,0.0,0.0,Naive CD20+ B IGKC+
VPS16,0.0,0.0,Naive CD20+ B IGKC+
PTPRA,0.0,0.0,Naive CD20+ B IGKC+
MRPS26,0.0,0.0,Naive CD20+ B IGKC+
OXT,3e-07,0.0,Naive CD20+ B IGKC+
AVP,0.0,0.0,Naive CD20+ B IGKC+
UBOX5,0.0,0.0,Naive CD20+ B IGKC+
FASTKD5,0.0,0.0,Naive CD20+ B IGKC+
DDRGK1,0.0,0.0,Naive CD20+ B IGKC+
ITPA,0.0,0.0,Naive CD20+ B IGKC+
C20orf194,0.0,0.0,Naive CD20+ B IGKC+
ATRN,0.0,0.0,Naive CD20+ B IGKC+
C20orf27,0.0,0.0,Naive CD20+ B IGKC+
CENPB,0.0,0.0,Naive CD20+ B IGKC+
CDC25B,0.0003266,0.0,Naive CD20+ B IGKC+
AP5S1,0.0,0.0,Naive CD20+ B IGKC+
MAVS,0.0,0.0,Naive CD20+ B IGKC+
AL353194.1,0.0,0.0,Naive CD20+ B IGKC+
PANK2,0.0,0.0,Naive CD20+ B IGKC+
RNF24,0.0,0.0,Naive CD20+ B IGKC+
SMOX,0.0,0.0,Naive CD20+ B IGKC+
PRNP,0.0,0.0,Naive CD20+ B IGKC+
RASSF2,0.0,0.0,Naive CD20+ B IGKC+
SLC23A2,0.0,0.0,Naive CD20+ B IGKC+
TMEM230,0.0,0.0,Naive CD20+ B IGKC+
PCNA,0.0002484,0.0,Naive CD20+ B IGKC+
CDS2,0.0,0.0,Naive CD20+ B IGKC+
GPCPD1,0.0,0.0,Naive CD20+ B IGKC+
SHLD1,0.0,0.0,Naive CD20+ B IGKC+
TRMT6,0.0,0.0,Naive CD20+ B IGKC+
MCM8,0.0,0.0,Naive CD20+ B IGKC+
AL035461.2,0.0,0.0,Naive CD20+ B IGKC+
CRLS1,0.0,0.0,Naive CD20+ B IGKC+
TMX4,0.0003,0.0,Naive CD20+ B IGKC+
PLCB1,0.0,0.0,Naive CD20+ B IGKC+
PLCB4,0.0,0.0,Naive CD20+ B IGKC+
LAMP5,7.1e-06,0.0,Naive CD20+ B IGKC+
ANKEF1,0.0,0.0,Naive CD20+ B IGKC+
MKKS,0.0,0.0,Naive CD20+ B IGKC+
SLX4IP,0.0,0.0,Naive CD20+ B IGKC+
JAG1,0.0,0.0,Naive CD20+ B IGKC+
BTBD3,1.13e-05,0.0,Naive CD20+ B IGKC+
TASP1,0.0,0.0,Naive CD20+ B IGKC+
ESF1,0.0001411,0.0,Naive CD20+ B IGKC+
NDUFAF5,0.0,0.0,Naive CD20+ B IGKC+
MACROD2,6.694e-05,0.0,Naive CD20+ B IGKC+
KIF16B,0.0,0.0,Naive CD20+ B IGKC+
SNRPB2,0.0,0.0,Naive CD20+ B IGKC+
DSTN,0.0,0.0,Naive CD20+ B IGKC+
RRBP1,0.0001578,0.0,Naive CD20+ B IGKC+
SNX5,0.0,0.0,Naive CD20+ B IGKC+
MGME1,0.0,0.0,Naive CD20+ B IGKC+
PET117,0.0,0.0,Naive CD20+ B IGKC+
KAT14,0.0,0.0,Naive CD20+ B IGKC+
ZNF133,0.0,0.0,Naive CD20+ B IGKC+
DZANK1,0.0,0.0,Naive CD20+ B IGKC+
POLR3F,0.0,0.0,Naive CD20+ B IGKC+
RBBP9,0.0,0.0,Naive CD20+ B IGKC+
SEC23B,0.0,0.0,Naive CD20+ B IGKC+
SMIM26,0.0,0.0,Naive CD20+ B IGKC+
DTD1,0.0,0.0,Naive CD20+ B IGKC+
LINC00653,0.0,0.0,Naive CD20+ B IGKC+
RIN2,0.0,0.0,Naive CD20+ B IGKC+
NAA20,0.0,0.0,Naive CD20+ B IGKC+
CRNKL1,0.0,0.0,Naive CD20+ B IGKC+
RALGAPA2,0.0,0.0,Naive CD20+ B IGKC+
KIZ,0.0,0.0,Naive CD20+ B IGKC+
KIZ-AS1,0.0,0.0,Naive CD20+ B IGKC+
AL117332.1,0.0,0.0,Naive CD20+ B IGKC+
XRN2,0.0,0.0,Naive CD20+ B IGKC+
THBD,0.0,0.0,Naive CD20+ B IGKC+
CD93,4.315e-05,0.0,Naive CD20+ B IGKC+
NXT1,0.0,0.0,Naive CD20+ B IGKC+
LINC01431,0.0,0.0,Naive CD20+ B IGKC+
GZF1,0.0,0.0,Naive CD20+ B IGKC+
NAPB,0.0,0.0,Naive CD20+ B IGKC+
CST3,0.000711,6.104e-05,Naive CD20+ B IGKC+
CST7,0.0004268,0.0,Naive CD20+ B IGKC+
APMAP,0.0001211,0.0,Naive CD20+ B IGKC+
ACSS1,0.0,0.0,Naive CD20+ B IGKC+
ENTPD6,0.0,0.0,Naive CD20+ B IGKC+
PYGB,0.0,0.0,Naive CD20+ B IGKC+
ABHD12,0.0,0.0,Naive CD20+ B IGKC+
GINS1,0.0,0.0,Naive CD20+ B IGKC+
NANP,0.0,0.0,Naive CD20+ B IGKC+
ZNF337-AS1,0.0,0.0,Naive CD20+ B IGKC+
ZNF337,2.6e-06,0.0,Naive CD20+ B IGKC+
AL078587.2,0.0,0.0,Naive CD20+ B IGKC+
LINC01597,6.6e-07,0.0,Naive CD20+ B IGKC+
HM13,0.0,0.0,Naive CD20+ B IGKC+
ID1,1.03e-05,0.0,Naive CD20+ B IGKC+
BCL2L1,0.0,0.0,Naive CD20+ B IGKC+
ABALON,0.0,0.0,Naive CD20+ B IGKC+
TPX2,3.18e-05,0.0,Naive CD20+ B IGKC+
PDRG1,0.0,0.0,Naive CD20+ B IGKC+
HCK,0.0001564,0.0,Naive CD20+ B IGKC+
TM9SF4,0.0,0.0,Naive CD20+ B IGKC+
PLAGL2,0.0,0.0,Naive CD20+ B IGKC+
POFUT1,0.0,0.0,Naive CD20+ B IGKC+
KIF3B,0.0,0.0,Naive CD20+ B IGKC+
ASXL1,0.0002785,0.0,Naive CD20+ B IGKC+
NOL4L,0.0,0.0,Naive CD20+ B IGKC+
COMMD7,0.0,0.0,Naive CD20+ B IGKC+
DNMT3B,0.0,0.0,Naive CD20+ B IGKC+
MAPRE1,0.0,0.0,Naive CD20+ B IGKC+
AL035071.1,0.0,0.0,Naive CD20+ B IGKC+
CDK5RAP1,0.0,0.0,Naive CD20+ B IGKC+
SNTA1,0.0,0.0,Naive CD20+ B IGKC+
CBFA2T2,0.0,0.0,Naive CD20+ B IGKC+
NECAB3,0.0,0.0,Naive CD20+ B IGKC+
ACTL10,0.0,0.0,Naive CD20+ B IGKC+
E2F1,0.0,0.0,Naive CD20+ B IGKC+
PXMP4,0.0,0.0,Naive CD20+ B IGKC+
ZNF341,0.0,0.0,Naive CD20+ B IGKC+
CHMP4B,0.0,0.0,Naive CD20+ B IGKC+
RALY-AS1,0.0,0.0,Naive CD20+ B IGKC+
RALY,0.0,0.0,Naive CD20+ B IGKC+
EIF2S2,0.0,0.0,Naive CD20+ B IGKC+
AHCY,0.0,0.0,Naive CD20+ B IGKC+
ITCH,0.0,0.0,Naive CD20+ B IGKC+
DYNLRB1,0.0,0.0,Naive CD20+ B IGKC+
MAP1LC3A,0.0,0.0,Naive CD20+ B IGKC+
PIGU,0.0,0.0,Naive CD20+ B IGKC+
NCOA6,0.0,0.0,Naive CD20+ B IGKC+
TP53INP2,0.0,0.0,Naive CD20+ B IGKC+
GGT7,0.0,0.0,Naive CD20+ B IGKC+
ACSS2,0.0,0.0,Naive CD20+ B IGKC+
GSS,0.0,0.0,Naive CD20+ B IGKC+
TRPC4AP,0.0,0.0,Naive CD20+ B IGKC+
EDEM2,0.0,0.0,Naive CD20+ B IGKC+
PROCR,0.0,0.0,Naive CD20+ B IGKC+
MMP24OS,0.0,0.0,Naive CD20+ B IGKC+
EIF6,0.0,0.0,Naive CD20+ B IGKC+
UQCC1,0.0,0.0,Naive CD20+ B IGKC+
CEP250,0.0,0.0,Naive CD20+ B IGKC+
FO393401.1,0.0,0.0,Naive CD20+ B IGKC+
ERGIC3,0.0,0.0,Naive CD20+ B IGKC+
SPAG4,0.0,0.0,Naive CD20+ B IGKC+
CPNE1,0.0,0.0,Naive CD20+ B IGKC+
RBM12,0.0,0.0,Naive CD20+ B IGKC+
NFS1,0.0,0.0,Naive CD20+ B IGKC+
ROMO1,0.0,0.0,Naive CD20+ B IGKC+
RBM39,0.0,0.0,Naive CD20+ B IGKC+
PHF20,0.0,0.0,Naive CD20+ B IGKC+
SCAND1,0.0,0.0,Naive CD20+ B IGKC+
CNBD2,3.32e-05,0.0,Naive CD20+ B IGKC+
NORAD,0.0,0.0,Naive CD20+ B IGKC+
AAR2,0.0,0.0,Naive CD20+ B IGKC+
DLGAP4,0.0,0.0,Naive CD20+ B IGKC+
DLGAP4-AS1,0.0,0.0,Naive CD20+ B IGKC+
TGIF2,0.0,0.0,Naive CD20+ B IGKC+
RAB5IF,0.0,0.0,Naive CD20+ B IGKC+
SLA2,2.3e-05,0.0,Naive CD20+ B IGKC+
NDRG3,0.0,0.0,Naive CD20+ B IGKC+
DSN1,0.0,0.0,Naive CD20+ B IGKC+
SOGA1,0.0,0.0,Naive CD20+ B IGKC+
SAMHD1,0.001582,0.0001495,Naive CD20+ B IGKC+
RBL1,0.0,0.0,Naive CD20+ B IGKC+
MROH8,0.0,0.0,Naive CD20+ B IGKC+
RPN2,0.0,0.0,Naive CD20+ B IGKC+
MANBAL,0.0,0.0,Naive CD20+ B IGKC+
SRC,0.0,0.0,Naive CD20+ B IGKC+
BLCAP,0.0,0.0,Naive CD20+ B IGKC+
CTNNBL1,0.0,0.0,Naive CD20+ B IGKC+
TTI1,0.0,0.0,Naive CD20+ B IGKC+
RPRD1B,0.0,0.0,Naive CD20+ B IGKC+
TGM2,0.0,0.0,Naive CD20+ B IGKC+
BPI,0.0,0.0,Naive CD20+ B IGKC+
SNHG17,0.0,0.0,Naive CD20+ B IGKC+
SNHG11,0.0,0.0,Naive CD20+ B IGKC+
RALGAPB,0.0,0.0,Naive CD20+ B IGKC+
ACTR5,0.0,0.0,Naive CD20+ B IGKC+
PPP1R16B,0.0,0.0,Naive CD20+ B IGKC+
FAM83D,0.0,0.0,Naive CD20+ B IGKC+
DHX35,0.0,0.0,Naive CD20+ B IGKC+
AL023803.3,0.0,0.0,Naive CD20+ B IGKC+
MAFB,4.64e-05,0.0,Naive CD20+ B IGKC+
TOP1,0.0,0.0,Naive CD20+ B IGKC+
PLCG1-AS1,0.0,0.0,Naive CD20+ B IGKC+
PLCG1,0.0,0.0,Naive CD20+ B IGKC+
ZHX3,0.0,0.0,Naive CD20+ B IGKC+
CHD6,0.0,0.0,Naive CD20+ B IGKC+
SRSF6,0.0,0.0,Naive CD20+ B IGKC+
L3MBTL1,2.4e-06,0.0,Naive CD20+ B IGKC+
IFT52,0.0,0.0,Naive CD20+ B IGKC+
MYBL2,0.0,0.0,Naive CD20+ B IGKC+
TOX2,1.3e-06,0.0,Naive CD20+ B IGKC+
OSER1,0.0,0.0,Naive CD20+ B IGKC+
OSER1-DT,0.0,0.0,Naive CD20+ B IGKC+
FITM2,0.0,0.0,Naive CD20+ B IGKC+
TTPAL,0.0,0.0,Naive CD20+ B IGKC+
SERINC3,0.0,0.0,Naive CD20+ B IGKC+
PKIG,0.0004778,0.0,Naive CD20+ B IGKC+
ADA,0.0,0.0,Naive CD20+ B IGKC+
YWHAB,0.0,0.0,Naive CD20+ B IGKC+
PABPC1L,0.0,0.0,Naive CD20+ B IGKC+
TOMM34,0.0,0.0,Naive CD20+ B IGKC+
STK4,0.0,0.0,Naive CD20+ B IGKC+
SDC4,0.0,0.0,Naive CD20+ B IGKC+
SYS1,0.0,0.0,Naive CD20+ B IGKC+
DBNDD2,0.0,0.0,Naive CD20+ B IGKC+
PIGT,0.0,0.0,Naive CD20+ B IGKC+
AL031663.3,0.0,0.0,Naive CD20+ B IGKC+
DNTTIP1,0.0,0.0,Naive CD20+ B IGKC+
UBE2C,1.21e-05,0.0,Naive CD20+ B IGKC+
SNX21,0.0,0.0,Naive CD20+ B IGKC+
ACOT8,0.0,0.0,Naive CD20+ B IGKC+
ZSWIM3,0.0,0.0,Naive CD20+ B IGKC+
ZSWIM1,0.0,0.0,Naive CD20+ B IGKC+
NEURL2,0.0,0.0,Naive CD20+ B IGKC+
CTSA,0.0,0.0,Naive CD20+ B IGKC+
PLTP,0.0,0.0,Naive CD20+ B IGKC+
AL162458.1,0.0,0.0,Naive CD20+ B IGKC+
PCIF1,0.0,0.0,Naive CD20+ B IGKC+
ZNF335,0.0,0.0,Naive CD20+ B IGKC+
NCOA5,0.0,0.0,Naive CD20+ B IGKC+
CD40,0.001432,0.0,Naive CD20+ B IGKC+
SLC35C2,0.0,0.0,Naive CD20+ B IGKC+
ELMO2,0.0,0.0,Naive CD20+ B IGKC+
TP53RK,0.0,0.0,Naive CD20+ B IGKC+
ZMYND8,0.0,0.0,Naive CD20+ B IGKC+
AL031666.3,0.0,0.0,Naive CD20+ B IGKC+
NCOA3,0.000619,6.104e-05,Naive CD20+ B IGKC+
SULF2,0.0,0.0,Naive CD20+ B IGKC+
LINC00494,0.0,0.0,Naive CD20+ B IGKC+
PREX1,0.0002066,0.0,Naive CD20+ B IGKC+
AL035106.1,0.0,0.0,Naive CD20+ B IGKC+
AL133342.1,1.54e-05,0.0,Naive CD20+ B IGKC+
